Available from: "http://www.isa.ulisboa.pt/proj/clipick/climaterequest_fast.php?ar=5&lat=38.7087&lon=-9.1849&mod=hisafe&fmt=csv&tspan=d&sd=01&sm=01&sy=1981&ed=31&em=12&ey=2010&dts=knmievaluation"
Day,Month,Year,tasmax,tasmin,hurs,evspsbl,rsds,pr,sfcWind
27,2,1997,23.36,9.09,71.57,1.84,17.39,0.00,4.30
28,2,1997,21.07,10.48,75.97,1.48,15.81,0.00,2.49
1,3,1997,17.26,9.40,91.07,0.84,11.03,0.17,1.75
2,3,1997,17.58,9.16,92.22,1.04,14.22,0.22,1.82
3,3,1997,21.82,9.83,88.16,1.39,17.10,0.17,2.24
4,3,1997,22.06,8.07,83.49,1.34,16.36,0.11,1.54
5,3,1997,25.02,8.94,69.07,1.74,17.94,0.05,2.28
6,3,1997,26.31,8.02,68.38,1.64,18.92,0.00,3.28
7,3,1997,22.61,9.92,77.16,1.24,18.84,0.05,2.35
8,3,1997,23.57,9.34,78.24,1.17,17.37,0.10,2.14
9,3,1997,21.04,10.19,59.62,1.15,19.56,0.00,4.86
10,3,1997,21.06,9.06,67.82,1.01,19.51,0.00,3.73
11,3,1997,18.50,9.21,82.10,0.77,18.37,0.00,2.49
12,3,1997,21.31,9.34,68.34,0.99,19.21,0.00,3.13
13,3,1997,21.56,9.97,71.97,0.89,19.53,0.00,4.15
14,3,1997,23.13,10.64,71.49,0.85,20.49,0.02,4.11
15,3,1997,23.91,9.31,60.11,0.95,20.70,0.00,2.89
16,3,1997,22.13,9.34,66.70,0.71,20.87,0.00,2.14
17,3,1997,24.56,9.73,62.31,0.74,21.39,0.00,2.96
18,3,1997,23.96,9.29,57.15,0.75,21.06,0.00,3.13
19,3,1997,25.66,10.33,54.23,0.76,21.32,0.00,2.71
20,3,1997,23.79,10.67,75.17,0.53,21.34,0.04,3.64
21,3,1997,19.87,12.46,74.92,0.67,19.77,0.20,2.60
22,3,1997,24.19,10.02,68.69,0.68,20.89,0.00,3.70
23,3,1997,28.41,11.27,50.48,0.76,21.54,0.01,3.99
24,3,1997,25.11,12.26,68.15,0.51,22.48,0.02,6.45
25,3,1997,24.29,11.80,59.35,0.56,22.50,0.00,6.45
26,3,1997,24.12,10.87,43.59,0.62,22.63,0.00,4.11
27,3,1997,24.79,9.68,51.11,0.57,23.36,0.00,3.34
28,3,1997,25.08,10.09,55.79,0.54,23.17,0.00,3.38
29,3,1997,26.08,13.26,57.63,0.52,22.90,0.00,4.49
30,3,1997,24.62,11.85,61.50,0.52,22.96,0.00,2.95
31,3,1997,25.47,11.19,58.71,0.55,23.47,0.00,3.18
1,4,1997,24.94,12.41,64.52,0.51,23.37,0.00,2.36
2,4,1997,22.18,11.77,69.13,0.44,22.09,0.03,2.42
3,4,1997,26.56,12.74,52.72,0.67,22.19,0.30,3.11
4,4,1997,29.03,13.64,35.55,0.71,23.86,0.00,5.03
5,4,1997,28.89,13.04,31.33,0.52,20.18,0.00,4.82
6,4,1997,24.31,15.63,41.93,0.41,10.68,0.15,4.61
7,4,1997,23.50,13.04,75.22,0.46,22.13,0.09,2.92
8,4,1997,22.90,13.29,72.76,0.54,18.71,0.20,3.19
9,4,1997,21.10,14.42,75.54,0.67,14.37,7.22,3.08
10,4,1997,21.48,14.38,76.98,2.15,13.78,1.92,3.75
11,4,1997,21.11,12.40,66.12,2.55,22.66,0.11,3.86
12,4,1997,24.26,12.20,73.84,2.03,23.78,0.00,4.27
13,4,1997,25.85,11.53,64.84,1.76,24.98,0.01,2.75
14,4,1997,23.79,11.90,67.78,1.05,24.81,0.08,2.49
15,4,1997,26.53,12.73,72.62,0.62,24.40,0.01,3.47
16,4,1997,17.73,14.84,85.80,0.76,5.93,3.24,2.64
17,4,1997,19.20,13.30,72.88,1.34,16.18,0.10,2.94
18,4,1997,19.10,12.81,81.31,0.97,15.19,0.72,2.90
19,4,1997,17.88,13.84,93.47,1.61,5.23,16.55,5.76
20,4,1997,18.68,13.28,88.53,1.93,11.55,7.04,4.58
21,4,1997,18.07,14.14,90.76,1.86,9.89,10.70,3.34
22,4,1997,17.83,13.92,82.34,2.23,14.79,1.71,3.19
23,4,1997,17.18,13.47,76.11,2.36,17.01,0.17,2.56
24,4,1997,17.47,14.81,93.23,0.89,5.67,3.38,2.88
25,4,1997,18.71,12.79,86.99,1.60,11.22,0.63,3.64
26,4,1997,18.50,11.93,84.75,1.97,17.12,0.13,2.93
27,4,1997,23.14,13.54,78.13,3.09,26.07,0.05,4.34
28,4,1997,26.40,13.25,75.31,3.09,26.84,0.00,4.94
29,4,1997,30.42,13.45,67.70,3.22,27.00,0.02,3.28
30,4,1997,30.37,16.54,54.95,2.96,27.40,0.00,2.99
1,5,1997,30.60,16.19,67.00,1.92,27.57,0.48,6.00
2,5,1997,20.21,14.43,81.83,1.39,15.14,1.20,3.34
3,5,1997,20.38,14.03,78.93,1.44,19.33,0.11,2.71
4,5,1997,19.39,14.42,86.93,1.02,13.36,1.90,4.83
5,5,1997,18.64,12.98,76.52,1.36,9.11,1.37,7.56
6,5,1997,16.55,12.66,57.75,1.77,14.57,0.05,4.90
7,5,1997,16.81,10.24,65.87,1.59,19.85,0.64,7.93
8,5,1997,16.64,8.27,63.85,1.19,16.45,0.00,3.23
9,5,1997,16.94,11.12,70.76,0.90,12.76,0.00,2.52
10,5,1997,17.24,10.66,81.39,0.84,13.62,0.67,2.51
11,5,1997,17.15,11.91,83.48,1.85,12.52,7.45,3.97
12,5,1997,19.48,9.57,69.22,2.68,24.83,0.00,5.21
13,5,1997,22.32,11.94,66.69,2.64,29.50,0.00,7.00
14,5,1997,19.90,10.77,65.06,1.83,29.10,0.00,5.31
15,5,1997,19.06,12.71,76.13,1.09,18.70,1.94,3.68
16,5,1997,17.99,12.10,81.60,2.01,21.27,3.13,3.57
17,5,1997,18.96,12.70,76.79,1.79,22.42,0.06,2.80
18,5,1997,16.98,14.64,87.69,0.92,1.83,14.20,6.14
19,5,1997,18.77,14.78,76.07,2.59,16.78,1.09,5.39
20,5,1997,18.69,12.88,78.63,2.28,17.66,0.31,3.85
21,5,1997,19.81,11.72,74.16,2.66,22.70,0.04,2.67
22,5,1997,19.50,10.54,77.65,2.53,29.33,0.02,2.64
23,5,1997,19.02,14.43,91.49,0.94,4.78,10.36,5.40
24,5,1997,21.19,14.72,81.33,2.80,21.00,1.64,5.13
25,5,1997,21.38,14.03,85.85,2.88,23.02,3.12,4.85
26,5,1997,21.46,15.62,86.28,2.32,15.65,6.02,5.56
27,5,1997,22.14,15.03,86.10,2.64,21.03,1.34,4.99
28,5,1997,21.44,14.00,86.60,2.82,25.29,0.11,3.43
29,5,1997,22.17,14.36,83.11,2.17,18.28,0.18,1.98
30,5,1997,22.10,13.44,83.95,2.34,24.63,0.01,1.90
31,5,1997,19.02,13.97,90.80,2.50,15.15,17.31,2.96
1,6,1997,20.16,13.67,82.24,2.71,20.53,0.06,2.40
2,6,1997,20.65,12.58,79.92,3.29,28.80,0.01,2.65
3,6,1997,21.82,12.70,78.26,3.13,29.13,0.01,3.49
4,6,1997,19.69,14.10,76.68,2.47,23.67,2.50,4.56
5,6,1997,20.78,15.91,89.52,2.14,13.32,7.91,7.45
6,6,1997,20.68,17.27,90.86,1.78,6.98,10.01,8.73
7,6,1997,20.94,15.15,74.31,3.38,21.29,0.00,5.22
8,6,1997,21.54,15.13,69.13,3.60,25.49,0.00,2.68
9,6,1997,22.00,13.77,76.48,3.12,26.75,0.00,2.22
10,6,1997,21.04,17.47,82.83,2.21,16.65,1.45,5.32
11,6,1997,20.20,14.78,81.11,2.01,16.37,0.19,3.28
12,6,1997,21.40,15.19,77.36,2.50,24.12,0.05,2.93
13,6,1997,22.26,15.27,82.35,2.18,23.57,0.27,4.42
14,6,1997,23.18,13.80,70.28,2.28,25.22,0.06,4.70
15,6,1997,21.52,12.33,67.48,1.89,30.71,0.00,4.81
16,6,1997,21.64,13.68,66.47,1.51,24.76,0.09,5.07
17,6,1997,21.98,13.99,71.67,1.27,25.18,0.06,5.12
18,6,1997,25.24,14.48,68.80,1.34,30.76,0.00,6.53
19,6,1997,23.80,14.35,65.76,1.09,30.82,0.00,6.80
20,6,1997,24.84,14.35,63.31,1.03,31.30,0.00,5.77
21,6,1997,21.48,14.88,72.88,0.72,18.04,0.13,4.91
22,6,1997,22.78,14.53,60.72,0.91,28.20,0.00,5.53
23,6,1997,24.84,14.15,61.79,0.86,30.54,0.00,6.44
24,6,1997,27.36,16.01,63.40,0.82,30.65,0.00,6.70
25,6,1997,25.94,15.46,65.84,0.68,30.96,0.00,6.36
26,6,1997,23.17,15.96,67.48,0.59,26.27,0.02,6.75
27,6,1997,22.20,15.82,54.98,0.61,30.12,0.00,8.17
28,6,1997,19.40,15.27,61.80,0.53,23.30,0.56,7.34
29,6,1997,19.70,14.00,71.52,0.95,16.63,0.73,4.76
30,6,1997,18.89,12.12,70.88,0.62,12.76,0.13,2.64
1,7,1997,18.63,14.73,76.69,0.88,8.42,1.80,2.36
2,7,1997,21.01,13.13,67.25,1.22,20.85,0.03,4.90
3,7,1997,23.57,13.09,62.48,1.17,29.99,0.00,6.06
4,7,1997,26.88,15.42,71.60,1.22,28.70,1.90,4.04
5,7,1997,23.48,16.06,81.25,1.78,24.75,1.30,3.32
6,7,1997,24.65,17.07,73.30,1.25,23.61,0.16,5.78
7,7,1997,25.74,16.03,68.33,0.87,30.52,0.00,7.80
8,7,1997,24.68,16.51,73.11,0.53,29.08,0.00,7.44
9,7,1997,25.84,16.06,68.16,0.51,30.14,0.00,6.43
10,7,1997,25.54,14.72,64.55,0.45,30.42,0.00,6.64
11,7,1997,27.85,15.99,63.25,0.48,30.43,0.00,6.30
12,7,1997,27.86,15.07,68.17,0.44,30.30,0.00,6.52
13,7,1997,27.85,16.44,70.57,0.41,30.15,0.00,7.48
14,7,1997,29.75,17.20,70.82,0.42,26.76,0.00,6.50
15,7,1997,24.15,18.31,77.44,0.39,20.69,0.22,5.58
16,7,1997,24.20,18.41,80.46,0.58,20.17,0.33,3.99
17,7,1997,29.64,16.68,69.23,0.59,29.52,0.01,6.19
18,7,1997,32.02,17.69,64.92,0.48,27.94,0.00,7.19
19,7,1997,30.48,18.51,65.33,0.39,29.74,0.00,8.93
20,7,1997,29.97,17.30,66.40,0.38,30.16,0.00,9.40
21,7,1997,26.13,17.37,69.31,0.32,29.48,0.00,7.84
22,7,1997,25.10,18.04,71.80,0.30,25.06,0.01,6.19
23,7,1997,23.83,17.96,82.03,0.74,10.76,1.38,4.27
24,7,1997,24.90,18.55,74.08,0.86,20.87,0.27,7.98
25,7,1997,30.41,17.44,58.08,0.82,28.73,0.00,6.42
26,7,1997,36.33,17.22,42.47,0.64,28.92,0.00,4.07
27,7,1997,31.31,19.91,53.15,0.40,28.79,0.00,2.94
28,7,1997,32.41,19.17,59.77,0.40,28.29,0.00,3.62
29,7,1997,33.41,19.37,62.34,0.40,25.36,0.01,4.75
30,7,1997,35.53,19.19,57.51,0.42,27.29,0.00,6.33
31,7,1997,33.27,20.68,56.06,0.40,27.79,0.00,4.64
1,8,1997,34.77,21.09,48.58,0.37,21.20,0.00,4.40
2,8,1997,35.43,21.21,53.99,0.41,20.38,0.61,3.81
3,8,1997,28.06,20.20,72.77,0.77,27.46,0.08,3.50
4,8,1997,25.71,19.01,77.06,0.35,26.91,0.00,4.17
5,8,1997,28.76,18.40,67.95,0.33,26.93,0.01,5.87
6,8,1997,26.16,17.99,68.92,0.26,27.49,0.00,7.90
7,8,1997,29.01,17.40,65.53,0.34,27.56,0.00,4.24
8,8,1997,35.82,19.49,57.28,0.33,17.41,0.02,3.47
9,8,1997,24.81,19.77,77.40,0.37,19.92,0.28,6.46
10,8,1997,23.14,19.54,78.18,0.50,13.18,0.67,3.49
11,8,1997,24.88,18.39,75.11,0.54,19.80,0.03,2.96
12,8,1997,27.18,17.33,75.68,0.49,23.86,0.11,3.80
13,8,1997,32.24,17.80,60.92,0.40,26.83,0.00,6.27
14,8,1997,29.53,19.35,66.13,0.44,23.33,0.38,7.59
15,8,1997,29.03,18.51,71.92,0.40,26.41,0.00,6.91
16,8,1997,30.15,17.79,67.89,0.33,26.41,0.00,7.23
17,8,1997,30.94,17.85,68.13,0.30,26.67,0.01,6.05
18,8,1997,32.97,16.67,61.72,0.35,26.57,0.01,4.21
19,8,1997,34.58,17.81,58.39,0.36,25.99,0.00,4.10
20,8,1997,33.93,18.62,61.91,0.30,25.63,0.00,6.04
21,8,1997,38.25,19.34,56.38,0.38,23.26,0.00,2.60
22,8,1997,36.52,22.92,45.90,0.32,17.00,0.00,2.63
23,8,1997,36.98,23.63,43.24,0.38,23.67,0.17,3.50
24,8,1997,26.91,20.96,77.12,0.33,16.70,0.42,3.92
25,8,1997,26.50,17.44,67.75,0.59,23.76,0.13,6.32
26,8,1997,23.04,16.65,59.68,0.32,22.08,0.00,4.19
27,8,1997,23.17,19.51,74.06,0.62,7.48,2.41,5.92
28,8,1997,22.74,15.92,60.34,1.22,18.12,0.00,4.15
29,8,1997,25.84,15.07,61.44,0.87,23.26,0.00,4.00
30,8,1997,29.73,15.36,62.00,0.50,24.79,0.00,3.54
31,8,1997,25.40,16.39,72.49,0.20,15.41,0.03,3.97
1,9,1997,24.59,16.66,61.11,0.23,24.57,0.00,7.99
2,9,1997,30.89,15.59,53.97,0.33,24.84,0.00,5.39
3,9,1997,32.97,15.39,54.71,0.33,24.81,0.00,4.02
4,9,1997,31.21,16.07,65.89,0.26,24.76,0.00,5.32
5,9,1997,27.63,17.47,73.00,0.20,23.74,0.01,6.56
6,9,1997,29.63,16.79,62.11,0.25,23.69,0.00,7.14
7,9,1997,30.16,17.91,55.11,0.29,23.51,0.00,3.29
8,9,1997,24.57,18.25,79.93,0.18,21.91,0.01,3.27
9,9,1997,25.16,17.64,77.84,0.21,22.25,0.00,3.59
10,9,1997,28.21,16.17,72.89,0.24,22.96,0.00,4.27
11,9,1997,28.23,16.35,68.23,0.26,22.69,0.03,3.67
12,9,1997,24.10,16.49,71.07,0.19,20.16,0.00,3.62
13,9,1997,24.70,18.15,65.89,0.21,18.34,0.00,2.47
14,9,1997,26.22,17.94,73.58,0.21,18.15,0.02,1.88
15,9,1997,28.46,18.16,64.53,0.25,20.47,0.00,2.67
16,9,1997,28.93,18.72,64.10,0.24,21.14,0.00,2.79
17,9,1997,30.28,18.74,64.90,0.34,13.15,0.26,1.47
18,9,1997,28.26,20.92,71.19,0.90,14.36,1.48,2.89
19,9,1997,24.49,18.90,79.89,0.55,10.84,0.17,4.30
20,9,1997,23.44,17.91,66.83,0.55,14.14,0.13,4.50
21,9,1997,22.92,16.78,74.32,0.29,13.87,0.02,4.95
22,9,1997,24.48,17.33,75.83,0.32,14.68,0.12,4.49
23,9,1997,25.05,15.96,75.98,0.30,18.41,0.00,2.85
24,9,1997,26.00,16.97,78.36,0.33,17.84,0.17,3.04
25,9,1997,26.50,17.76,73.40,0.35,15.76,0.81,2.75
26,9,1997,21.86,17.55,94.54,1.54,5.96,26.92,3.16
27,9,1997,19.98,17.58,95.56,1.04,2.94,16.38,4.91
28,9,1997,22.56,17.23,92.14,1.57,9.29,20.08,1.96
29,9,1997,25.69,18.10,88.09,2.32,16.10,2.50,2.77
30,9,1997,26.95,17.69,86.00,2.46,16.75,0.89,3.12
1,10,1997,22.66,18.22,91.88,1.50,9.94,3.70,1.24
2,10,1997,21.26,16.78,93.11,0.90,5.45,3.80,1.79
3,10,1997,28.26,15.74,79.51,2.75,17.49,0.06,3.12
4,10,1997,23.12,16.97,91.21,1.88,15.72,0.01,2.12
5,10,1997,21.04,17.36,92.65,1.37,7.15,12.64,1.56
6,10,1997,21.25,14.99,88.32,1.27,6.64,3.05,2.82
7,10,1997,20.93,14.94,86.07,1.61,11.80,0.79,2.92
8,10,1997,20.77,14.44,90.92,0.74,4.88,1.02,2.28
9,10,1997,22.09,16.58,85.88,1.66,12.60,0.01,1.83
10,10,1997,23.42,16.26,91.34,1.06,7.41,0.30,2.04
11,10,1997,25.07,19.64,87.41,1.84,10.99,0.09,4.06
12,10,1997,22.96,15.47,75.86,2.76,17.23,0.02,6.83
13,10,1997,22.11,13.01,63.75,2.84,17.76,0.01,5.93
14,10,1997,21.22,10.62,64.60,2.41,17.44,0.00,4.61
15,10,1997,22.98,11.12,68.02,2.18,17.13,0.00,4.03
16,10,1997,24.33,11.39,73.51,1.83,16.98,0.00,1.86
17,10,1997,20.74,12.59,85.07,1.04,8.58,0.16,3.59
18,10,1997,20.62,17.32,88.10,1.70,5.57,28.08,9.79
19,10,1997,20.26,18.25,95.99,0.94,2.86,21.80,8.27
20,10,1997,21.20,19.19,96.96,0.76,0.94,28.25,7.94
21,10,1997,21.39,18.02,94.20,0.80,4.72,8.31,3.71
22,10,1997,20.88,16.39,89.44,1.40,6.35,6.97,4.23
23,10,1997,19.92,14.20,88.45,1.18,8.18,1.88,1.36
24,10,1997,21.16,13.24,86.61,1.47,12.24,0.20,2.01
25,10,1997,22.74,16.48,87.72,1.10,6.53,9.14,3.56
26,10,1997,20.78,17.42,95.26,1.30,6.18,24.52,4.63
27,10,1997,20.67,16.93,89.19,1.34,6.54,3.00,5.00
28,10,1997,20.01,14.08,79.87,1.65,8.50,0.94,3.76
29,10,1997,20.97,12.20,76.06,2.01,14.62,0.03,3.78
30,10,1997,19.32,10.09,77.90,1.80,14.45,0.00,3.48
31,10,1997,18.26,8.53,63.58,2.04,10.88,0.00,4.06
1,11,1997,19.85,11.68,70.27,1.92,8.28,0.28,6.13
2,11,1997,17.78,13.96,87.05,2.00,2.25,16.50,9.29
3,11,1997,20.56,17.17,91.70,1.24,4.12,29.38,7.97
4,11,1997,19.79,16.05,87.62,1.61,6.43,15.57,6.62
5,11,1997,19.25,11.33,92.64,1.24,3.23,59.99,6.17
6,11,1997,16.35,12.82,80.71,1.87,8.16,5.48,5.36
7,11,1997,19.05,14.44,84.55,1.29,3.67,3.50,5.77
8,11,1997,18.85,15.73,82.97,1.35,4.77,4.74,6.84
9,11,1997,16.83,14.41,72.84,1.52,4.37,0.01,4.30
10,11,1997,17.08,14.12,73.11,1.77,5.78,1.49,6.24
11,11,1997,16.31,13.13,78.85,2.31,7.61,7.59,8.62
12,11,1997,16.48,12.12,75.01,1.47,6.06,0.58,4.96
13,11,1997,18.13,16.53,92.51,0.77,0.98,6.69,7.47
14,11,1997,19.07,13.55,86.50,0.97,7.19,0.14,1.42
15,11,1997,18.91,11.59,88.96,1.09,9.75,0.13,2.06
16,11,1997,19.25,14.05,89.47,0.85,7.27,0.05,2.99
17,11,1997,18.88,14.56,91.25,0.98,4.24,6.05,7.28
18,11,1997,18.32,15.23,79.09,1.35,5.27,14.23,3.69
19,11,1997,19.10,15.45,84.50,1.42,5.99,4.52,5.07
20,11,1997,17.38,14.62,80.28,1.18,5.15,5.24,3.63
21,11,1997,15.46,10.08,87.08,1.36,6.38,11.05,4.64
22,11,1997,15.29,9.37,75.82,1.15,6.69,0.73,2.80
23,11,1997,16.61,11.65,78.60,1.24,3.67,1.54,5.48
24,11,1997,16.33,13.22,84.50,1.85,7.27,19.59,6.97
25,11,1997,16.58,14.56,89.57,2.24,6.34,38.22,9.69
26,11,1997,16.31,13.56,91.07,0.85,2.72,4.97,5.19
27,11,1997,16.44,11.17,90.70,0.38,1.55,2.52,2.94
28,11,1997,17.91,13.77,87.29,0.90,5.41,3.62,3.28
29,11,1997,16.56,10.60,79.13,0.81,4.82,0.00,1.31
30,11,1997,16.60,9.27,86.88,0.86,8.21,0.02,2.94
1,12,1997,16.01,7.86,84.30,0.91,10.16,0.00,3.43
2,12,1997,15.26,7.60,89.31,0.59,5.23,0.09,2.60
3,12,1997,14.38,12.51,95.63,0.14,1.05,1.80,1.49
4,12,1997,15.90,8.68,87.69,1.09,7.11,0.75,4.67
5,12,1997,12.79,4.64,68.06,1.57,10.52,0.00,4.89
6,12,1997,12.62,2.71,77.89,0.73,8.99,0.00,2.03
7,12,1997,16.14,5.33,83.01,0.68,4.93,0.56,3.99
8,12,1997,17.03,10.84,94.32,0.19,2.02,7.67,3.52
9,12,1997,13.93,7.53,88.65,0.70,6.55,0.25,1.62
10,12,1997,15.57,11.64,95.44,0.49,3.60,1.81,2.00
11,12,1997,17.00,13.91,93.83,0.39,2.76,0.95,3.35
12,12,1997,16.96,15.38,94.73,0.38,2.73,0.81,2.67
13,12,1997,17.43,12.69,92.75,0.50,4.06,1.02,1.65
14,12,1997,16.10,8.68,90.71,0.77,6.86,0.34,3.25
15,12,1997,14.47,12.53,92.71,0.46,1.29,8.73,5.57
16,12,1997,16.41,12.90,90.38,0.98,4.03,6.36,5.15
17,12,1997,17.48,14.56,92.45,1.05,0.54,42.94,11.57
18,12,1997,14.93,11.40,87.59,2.04,4.62,13.83,8.38
19,12,1997,15.86,11.58,79.31,1.72,6.62,6.59,7.40
20,12,1997,16.11,12.07,79.82,0.98,4.30,0.64,4.61
21,12,1997,17.07,14.34,95.52,0.43,0.47,26.71,7.88
22,12,1997,16.34,11.54,86.13,1.06,3.82,5.84,5.17
23,12,1997,16.25,9.65,81.07,0.88,7.07,0.00,1.46
24,12,1997,15.38,9.30,86.50,0.55,3.66,0.04,2.05
25,12,1997,15.92,13.11,87.45,0.80,5.07,6.83,3.38
26,12,1997,15.52,8.71,77.98,1.24,7.23,0.90,3.48
27,12,1997,14.36,9.39,74.33,0.68,5.40,0.00,0.88
28,12,1997,14.37,8.95,87.15,0.63,2.20,7.91,5.30
29,12,1997,15.28,12.55,92.28,0.59,4.28,6.12,3.00
30,12,1997,14.46,8.30,83.77,0.72,4.82,0.11,2.52
31,12,1997,13.99,8.93,78.30,1.39,6.01,3.28,5.65
1,1,1998,14.74,8.20,81.53,0.83,5.10,0.37,3.33
2,1,1998,16.10,13.70,93.29,0.50,2.33,2.18,5.76
3,1,1998,16.91,14.03,92.39,0.82,5.20,5.10,4.43
4,1,1998,16.47,13.30,93.16,0.46,2.65,1.82,3.72
5,1,1998,15.96,10.72,77.79,1.10,8.32,0.28,1.49
6,1,1998,15.65,9.00,78.61,0.95,7.48,0.00,2.20
7,1,1998,15.55,7.95,85.86,0.70,7.32,0.02,1.85
8,1,1998,14.80,5.40,87.31,0.85,10.02,0.03,2.67
9,1,1998,18.57,10.61,86.99,0.87,9.06,0.02,4.46
10,1,1998,18.15,10.64,85.81,0.78,4.24,1.14,5.90
11,1,1998,16.60,9.99,88.45,0.84,2.63,17.11,4.93
12,1,1998,16.45,11.79,89.22,1.42,2.47,15.94,10.33
13,1,1998,13.74,9.51,75.41,1.26,5.89,0.56,4.61
14,1,1998,13.77,8.29,76.07,0.56,5.69,0.06,0.61
15,1,1998,14.31,7.46,83.29,0.64,5.69,0.02,1.31
16,1,1998,16.71,9.16,89.40,0.78,8.50,0.08,2.32
17,1,1998,14.71,8.46,91.36,0.50,4.73,0.08,1.00
18,1,1998,15.17,10.72,91.62,0.40,2.26,1.47,4.31
19,1,1998,15.96,11.78,86.83,0.89,4.64,0.41,4.42
20,1,1998,16.18,10.77,86.95,0.83,6.40,0.06,3.23
21,1,1998,16.31,8.12,90.56,0.76,9.45,0.06,3.03
22,1,1998,15.90,6.06,84.22,0.91,11.42,0.00,1.86
23,1,1998,13.60,8.97,82.36,1.19,6.82,2.31,4.11
24,1,1998,12.92,7.23,90.15,1.11,6.95,9.73,3.77
25,1,1998,13.01,4.21,82.17,1.03,11.48,0.05,1.63
26,1,1998,11.63,5.38,73.36,1.27,10.85,0.02,2.20
27,1,1998,10.73,2.35,76.69,1.09,12.08,0.00,2.67
28,1,1998,10.59,1.79,77.63,1.03,11.35,0.72,1.93
29,1,1998,11.56,4.37,85.68,0.81,7.36,2.38,1.65
30,1,1998,10.65,7.14,97.26,0.44,1.23,8.59,5.05
31,1,1998,12.02,6.99,87.95,0.75,5.14,0.69,2.66
1,2,1998,14.03,7.91,95.44,0.20,0.85,17.75,4.81
2,2,1998,14.86,12.33,93.91,1.21,6.42,19.42,6.71
3,2,1998,14.47,9.74,89.15,1.00,4.73,2.98,3.81
4,2,1998,13.06,7.35,75.05,1.11,6.76,0.02,1.97
5,2,1998,13.06,9.04,82.39,0.90,7.72,0.14,1.50
6,2,1998,14.40,8.28,91.56,0.49,4.20,1.26,2.85
7,2,1998,16.44,5.71,79.40,1.58,13.93,0.00,5.31
8,2,1998,17.31,7.55,80.97,1.37,10.00,0.34,4.49
9,2,1998,17.27,10.29,78.15,1.32,9.05,0.16,3.84
10,2,1998,19.53,9.35,78.32,1.70,13.56,0.02,4.11
11,2,1998,19.97,8.53,84.18,1.37,14.06,0.00,3.18
12,2,1998,20.39,8.41,80.29,1.63,14.40,0.00,3.72
13,2,1998,20.00,7.70,76.14,1.74,14.71,0.00,3.46
14,2,1998,21.14,7.50,75.62,1.75,15.09,0.01,3.59
15,2,1998,20.71,7.36,74.26,1.70,15.14,0.00,2.16
16,2,1998,19.60,8.48,77.84,1.11,9.31,0.00,3.09
17,2,1998,18.40,8.45,87.13,1.25,13.54,0.00,2.72
18,2,1998,18.85,9.05,90.18,1.01,12.37,0.13,1.69
19,2,1998,19.36,9.11,78.79,1.52,13.42,0.00,3.79
20,2,1998,16.65,11.46,91.13,0.66,5.31,0.72,4.49
21,2,1998,15.42,10.03,78.48,1.51,9.38,2.70,3.79
22,2,1998,14.94,7.01,71.53,1.92,16.62,0.00,4.75
23,2,1998,16.24,4.78,66.61,1.88,17.25,0.00,4.50
24,2,1998,16.55,4.98,65.87,1.87,17.33,0.00,5.31
25,2,1998,19.40,4.52,67.04,1.85,17.56,0.00,4.29
26,2,1998,19.62,5.68,71.39,1.58,17.56,0.00,2.96
27,2,1998,19.54,5.74,76.36,1.33,15.64,0.00,2.44
28,2,1998,20.02,7.59,68.20,1.77,17.77,0.00,2.98
1,3,1998,17.29,5.95,77.23,1.36,18.14,0.00,2.07
2,3,1998,18.27,6.74,82.24,1.22,16.89,0.08,2.93
3,3,1998,20.67,7.54,81.48,1.30,17.64,0.03,4.39
4,3,1998,19.69,9.27,88.18,0.88,14.31,0.00,3.06
5,3,1998,21.72,8.66,83.33,1.32,17.70,0.06,1.70
6,3,1998,26.51,7.64,72.51,1.57,18.98,0.00,2.09
7,3,1998,25.99,9.28,66.52,1.71,19.26,0.01,2.32
8,3,1998,19.59,8.05,81.18,1.08,17.49,0.05,3.99
9,3,1998,21.36,11.37,72.14,1.24,19.08,0.03,5.68
10,3,1998,22.61,8.66,74.04,1.15,19.19,0.00,3.53
11,3,1998,16.37,9.64,68.93,0.79,13.80,0.02,9.36
12,3,1998,15.38,7.21,55.74,0.96,19.77,0.00,8.35
13,3,1998,16.28,5.65,52.18,0.98,20.76,0.00,6.43
14,3,1998,17.37,6.05,55.27,0.98,20.45,0.00,4.52
15,3,1998,18.31,6.73,62.10,0.94,20.89,0.00,3.00
16,3,1998,20.94,6.40,63.88,0.96,21.09,0.00,2.81
17,3,1998,22.64,7.70,63.89,0.92,21.04,0.00,1.69
18,3,1998,25.22,9.77,65.11,0.63,12.28,0.02,3.16
19,3,1998,24.17,9.44,66.36,0.88,21.41,0.00,1.82
20,3,1998,24.13,9.68,72.15,0.77,21.49,0.00,2.15
21,3,1998,20.33,11.18,83.89,0.65,19.38,0.19,2.39
22,3,1998,19.32,10.66,83.51,0.64,16.74,0.20,2.25
23,3,1998,25.91,12.12,55.68,0.95,19.65,0.00,3.45
24,3,1998,27.44,11.01,49.56,0.88,22.44,0.00,4.19
25,3,1998,26.13,11.40,47.18,0.70,18.71,0.03,4.48
26,3,1998,28.28,14.85,37.39,0.88,22.09,0.00,2.30
27,3,1998,21.96,12.99,72.61,0.39,12.93,0.28,5.17
28,3,1998,16.39,13.74,95.73,0.42,0.87,17.67,3.69
