Statistical table extracted on October 17, 2024 (23:02:41),,
http://www.ine.pt,,,
,,,
,,,
,,,
Geographic localization (NUTS - 2024);Rural fires (No.) by Geographic localization (NUTS - 2024) and Cause of fire -  Annual;;;;;;;,,,
;Data reference period;;;;;;;,,,
;2023;;;;;;;,,,
;Cause of fire;;;;;;;,,,
;Total;Negligence;Intentional;Naturais;Re-ignition;Undetermined;Not investigated;,,,
1D11113: Torres Vedras;69 &;5 &;0 &;0 &;0 &;15 &;49 &;,,,
1D2: M�dio Tejo;240 &;113 &;99 &;1 &;4 &;23 &;0 &;,,,
1D21401: Abrantes;41 &;23 &;14 &;0 &;1 &;3 &;0 &;,,,
1D21402: Alcanena;22 &;14 &;5 &;0 &;0 &;3 &;0 &;,,,
1D21408: Const�ncia;11 &;2 &;2 &;0 &;0 &;7 &;0 &;,,,
1D21410: Entroncamento;7 &;3 &;3 &;0 &;0 &;1 &;0 &;,,,
1D21411: Ferreira do Z�zere;10 &;3 &;6 &;1 &;0 &;0 &;0 &;,,,
1D21413: Ma��o;8 &;7 &;1 &;0 &;0 &;0 &;0 &;,,,
1D21421: Our�m;70 &;22 &;44 &;0 &;3 &;1 &;0 &;,,,
1D21417: Sardoal;6 &;6 &;0 &;0 &;0 &;0 &;0 &;,,,
1D21418: Tomar;33 &;19 &;11 &;0 &;0 &;3 &;0 &;,,,
1D21419: Torres Novas;26 &;10 &;11 &;0 &;0 &;5 &;0 &;,,,
1D21420: Vila Nova da Barquinha;6 &;4 &;2 &;0 &;0 &;0 &;0 &;,,,
1D3: Lez�ria do Tejo;247 &;141 &;50 &;0 &;1 &;55 &;0 &;,,,
1D31403: Almeirim;10 &;7 &;2 &;0 &;0 &;1 &;0 &;,,,
1D31404: Alpiar�a;8 &;6 &;1 &;0 &;0 &;1 &;0 &;,,,
1D31103: Azambuja;27 &;8 &;2 &;0 &;0 &;17 &;0 &;,,,
1D31405: Benavente;31 &;25 &;2 &;0 &;0 &;4 &;0 &;,,,
1D31406: Cartaxo;18 &;11 &;3 &;0 &;1 &;3 &;0 &;,,,
1D31407: Chamusca;13 &;5 &;5 &;0 &;0 &;3 &;0 &;,,,
1D31409: Coruche;28 &;24 &;3 &;0 &;0 &;1 &;0 &;,,,
1D31412: Goleg�;3 &;1 &;0 &;0 &;0 &;2 &;0 &;,,,
1D31414: Rio Maior;24 &;6 &;12 &;0 &;0 &;6 &;0 &;,,,
1D31415: Salvaterra de Magos;26 &;16 &;3 &;0 &;0 &;7 &;0 &;,,,
1D31416: Santar�m;59 &;32 &;17 &;0 &;0 &;10 &;0 &;,,,
1A: Grande Lisboa;225 &;30 &;0 &;0 &;7 &;187 &;1 &;,,,
1A0: Grande Lisboa;225 &;30 &;0 &;0 &;7 &;187 &;1 &;,,,
1A01115: Amadora;21 &;0 &;0 &;0 &;0 &;20 &;1 &;,,,
1A01105: Cascais;24 &;2 &;0 &;0 &;3 &;19 &;0 &;,,,
1A01106: Lisboa;7 &;0 &;0 &;0 &;0 &;7 &;0 &;,,,
1A01107: Loures;14 &;4 &;0 &;0 &;1 &;9 &;0 &;,,,
1A01109: Mafra;30 &;13 &;0 &;0 &;1 &;16 &;0 &;,,,
1A01116: Odivelas;1 &;1 &;0 &;0 &;0 &;0 &;0 &;,,,
1A01110: Oeiras;18 &;0 &;0 &;0 &;0 &;18 &;0 &;,,,
1A01111: Sintra;85 &;1 &;0 &;0 &;0 &;84 &;0 &;,,,
1A01114: Vila Franca de Xira;25 &;9 &;0 &;0 &;2 &;14 &;0 &;,,,
1B: Pen�nsula de Set�bal;204 &;96 &;23 &;0 &;11 &;74 &;0 &;,,,
1B0: Pen�nsula de Set�bal;204 &;96 &;23 &;0 &;11 &;74 &;0 &;,,,
1B01502: Alcochete;13 &;13 &;0 &;0 &;0 &;0 &;0 &;,,,
1B01503: Almada;6 &;1 &;0 &;0 &;0 &;5 &;0 &;,,,
1B01504: Barreiro;16 &;5 &;5 &;0 &;0 &;6 &;0 &;,,,
1B01506: Moita;22 &;8 &;7 &;0 &;1 &;6 &;0 &;,,,
1B01507: Montijo;36 &;20 &;7 &;0 &;0 &;9 &;0 &;,,,
1B01508: Palmela;75 &;30 &;2 &;0 &;10 &;33 &;0 &;,,,
1B01510: Seixal;4 &;0 &;0 &;0 &;0 &;4 &;0 &;,,,
1B01511: Sesimbra;11 &;8 &;1 &;0 &;0 &;2 &;0 &;,,,
1B01512: Set�bal;21 &;11 &;1 &;0 &;0 &;9 &;0 &;,,,
1C: Alentejo;541 &;290 &;33 &;4 &;7 &;207 &;0 &;,,,
1C1: Alentejo Litoral;98 &;47 &;0 &;2 &;2 &;47 &;0 &;,,,
1C11501: Alc�cer do Sal;26 &;11 &;0 &;0 &;0 &;15 &;0 &;,,,
1C11505: Gr�ndola;23 &;9 &;0 &;0 &;0 &;14 &;0 &;,,,
1C10211: Odemira;23 &;13 &;0 &;2 &;0 &;8 &;0 &;,,,
1C11509: Santiago do Cac�m;16 &;11 &;0 &;0 &;1 &;4 &;0 &;,,,
1C11513: Sines;10 &;3 &;0 &;0 &;1 &;6 &;0 &;,,,
1C2: Baixo Alentejo;156 &;101 &;15 &;0 &;0 &;40 &;0 &;,,,
1C20201: Aljustrel;13 &;12 &;0 &;0 &;0 &;1 &;0 &;,,,
1C20202: Almod�var;10 &;7 &;3 &;0 &;0 &;0 &;0 &;,,,
1C20203: Alvito;6 &;2 &;0 &;0 &;0 &;4 &;0 &;,,,
